时间,标题,简讯,date
2024-09-13 15:14:57,9月13日涨停分析,【9月13日涨停分析】今日共41股涨停，连板股总数9只，6股封板未遂，封板率为87%（不含ST股、退市股）。焦点股方面，前期人气股科森科技、大众交通跌停，深圳华强、老百姓跌超9%。国企改革概念股爆发，保变电气10天7板、海南海药6连板。,2024-09-13
2024-09-13 15:08:23,习近平在甘肃考察时强调 深化改革勇于创新苦干实干富民兴陇 奋力谱写中国式现代化甘肃篇章 途中在陕西宝鸡考察 蔡奇陪同考察,"【习近平在甘肃考察时强调 深化改革勇于创新苦干实干富民兴陇 奋力谱写中国式现代化甘肃篇章 途中在陕西宝鸡考察 蔡奇陪同考察 】财联社9月13日电，中共中央总书记、国家主席、中央军委主席习近平近日在甘肃考察时强调，甘肃要深入落实党中央关于西部大开发、黄河流域生态保护和高质量发展的决策部署，完整准确全面贯彻新发展理念，坚持稳中求进工作总基调，着力在加强生态保护修复、加快绿色低碳转型发展、进一步全面深化改革开放、推动乡村全面振兴、加强民生保障、促进民族团结等方面下功夫，加快建设幸福美好新甘肃、不断开创富民兴陇新局面，奋力谱写中国式现代化甘肃篇章。

9月10日至13日，习近平在甘肃省委书记胡昌升和省",2024-09-13
2024-09-13 15:07:11,上海：支持龙头金融科技企业立足主业 通过吸收合并、并购重组等加大产业链资源整合力度,【上海：加强对金融科技企业直接投融资支持】财联社9月13日电，上海市人民政府办公厅近日印发《上海高质量推进全球金融科技中心建设行动方案》。其中提到，加强对金融科技企业直接投融资支持。研究设立上海金融科技产业专项基金，进一步发挥政府引导基金作用，引导带动社会资本加大金融科技领域投资力度。鼓励大型金融机构、科技企业等在沪设立专项股权投资基金，形成覆盖金融科技企业全生命周期的股权投资体系。推进“浦江之光”行动升级，支持金融科技企业利用多层次资本市场，通过挂牌上市、发行债券等方式融资。支持龙头金融科技企业立足主业，通过吸收合并、并购重组等加大产业链资源整合力度。支持金融科技企业开展跨境并购，整合优质境,2024-09-13
2024-09-13 15:02:41,收评：沪指跌0.48%险守2700点 国企改革板块30余股涨停,【收评：沪指跌0.48%险守2700点 国企改革板块30余股涨停】财联社9月13日电，市场全天震荡走低，沪指逼近2700点再创阶段新低，创业板指跌超1%。盘面上，国企改革概念股逆势爆发，中达安、岭南股份、保变电气、开开实业、贵绳股份等30余股涨停。房地产板块震荡反弹，电子城、空港股份、中交地产涨停。并购重组概念股表现活跃，青岛双星、铜峰电子、正虹科技涨停。养老概念股尾盘异动，凤凰股份、悦心健康涨停。下跌方面，固态电池概念股展开调整，蓝海华腾跌超10%。总体上个股跌多涨少，全市场超4000只个股下跌。沪深两市今日成交额5247亿，较上个交易日放量91亿。板块方面，房地产、多元金融、并购重组、钢铁,2024-09-13
2024-09-13 15:02:24,慢阻肺病纳入基本公共卫生服务项目,财联社9月13日电，慢阻肺病纳入基本公共卫生服务项目。,2024-09-13
2024-09-13 14:59:36,我国将启动延迟退休改革,"【我国将启动延迟退休改革 】13日，全国人大常委会会议表决通过了关于实施渐进式延迟法定退休年龄的决定。根据决定，从2025年1月1日起，我国将用15年时间，逐步将男职工的法定退休年龄从原60周岁延迟到63周岁，将女职工的法定退休年龄从原50周岁、55周岁，分别延迟到55周岁、58周岁。

这是职工法定退休年龄自上世纪50年代确定后，70多年来首次进行调整。

除延迟法定退休年龄外，决定将调整职工按月领取基本养老金最低缴费年限，从2030年起由15年逐步提高至20年，每年提高6个月。

在统一实施延迟退休基础上，决定允许职工达到最低缴费年限，可以自愿选择弹性提前退休，提前时间最长不超过3年，且退",2024-09-13
2024-09-13 14:59:22,华映科技尾盘涨停 上演“天地天”行情,【华映科技尾盘涨停 上演“天地天”行情】财联社9月13日电，高位人气股华映科技尾盘涨停，上演“天地天”行情，成交近22亿元。此前该股走出4连板，该股早间涨停开盘，此后一度跳水触及跌停。,2024-09-13
2024-09-13 14:37:59,延迟法定退休年龄时间对照表公布,延迟退休年龄对照表公布。 ​​​,2024-09-13
2024-09-13 14:37:54,国务院：2030年起将职工按月领取基本养老金最低缴费年限由15年逐步提高至20年 每年提高六个月,【国务院：从2030年1月1日起将职工按月领取基本养老金最低缴费年限由十五年逐步提高至二十年，每年提高六个月】财联社9月13日电，国务院关于渐进式延迟法定退休年龄的办法发布，从2030年1月1日起，将职工按月领取基本养老金最低缴费年限由十五年逐步提高至二十年，每年提高六个月。职工达到法定退休年龄但不满最低缴费年限的，可以按照规定通过延长缴费或者一次性缴费的办法达到最低缴费年限，按月领取基本养老金。,2024-09-13
2024-09-13 14:32:37,《关于实施渐进式延迟法定退休年龄的决定》表决通过 自2025年1月1日起施行,"【全国人民代表大会常务委员会关于实施渐进式延迟法定退休年龄的决定】为了深入贯彻落实党中央关于渐进式延迟法定退休年龄的决策部署，适应我国人口发展新形势，充分开发利用人力资源，根据宪法，第十四届全国人民代表大会常务委员会第十一次会议决定：

一、同步启动延迟男、女职工的法定退休年龄，用十五年时间，逐步将男职工的法定退休年龄从原六十周岁延迟至六十三周岁，将女职工的法定退休年龄从原五十周岁、五十五周岁分别延迟至五十五周岁、五十八周岁。

二、实施渐进式延迟法定退休年龄坚持小步调整、弹性实施、分类推进、统筹兼顾的原则。

三、各级人民政府应当积极应对人口老龄化，鼓励和支持劳动者就业创业，切实保障劳动者权",2024-09-13
2024-09-13 13:05:05,N中草涨超500% 较最低价涨幅达260%,【N中草涨超500% 较最低价涨幅达260%】财联社9月13日电，北交所新股中草香料持续走高，一度涨超500%，股价突破45元，较盘中最低价涨幅达250%，日内换手率超92%；该股早盘最低涨幅为63%，日内最低价为12.2元。,2024-09-13
2024-09-13 11:55:08,,财联社9月13日电，港交所文件显示，美的集团香港招股发行价定在54.8港元，筹资46亿美元。,2024-09-13
2024-09-13 11:37:31,9月13日午间涨停分析,【9月13日午间涨停分析】财联社9月13日电，今日午盘全市场共29股涨停，连板股总数8只，7股封板未遂，封板率为80%（不含ST股、退市股及未开板新股）。焦点股方面，国企改革概念股集体爆发，保变电气10天7板、海南海药6连板、新宏泰与南天信息晋级2连板。,2024-09-13
2024-09-13 11:32:45,午评：沪指窄幅震荡微跌 国企改革概念股逆势爆发,【午评：沪指窄幅震荡微跌 国企改革概念股逆势爆发】财联社9月13日电，市场早盘震荡调整，三大指数均小幅下跌。盘面上，国企改革概念股再度爆发，中达安、岭南股份、保变电气、开开实业等20余股涨停。房地产板块震荡反弹，电子城、空港股份、中交地产涨停。钢铁股盘中拉升，本钢板材、中南股份涨停。并购重组概念股表现活跃，青岛双星、正虹科技涨停。CPO概念股一度冲高，新易盛、中际旭创涨超5%。总体上个股跌多涨少，全市场超3700只个下跌。沪深两市半日成交额3241亿，与上个交易日缩量48亿。板块方面，房地产、黄金、并购重组、期货概念等板块涨幅居前，电池、白酒、有机硅、华为海思等板块跌幅居前。截至收盘，沪指跌0,2024-09-13
2024-09-13 11:32:09,N中草涨近300% 换手率超91%,【N中草涨近300% 换手率超91%】财联社9月13日电，北交所新股中草香料持续走高，一度涨超300%，股价突破30元，日内换手率超91%；该股早盘最低涨幅为63%，日内最低价为12.2元。,2024-09-13
2024-09-13 11:03:46,白酒板块延续跌势 贵州茅台跌破1300元关口续创22个月新低,【白酒板块延续跌势 贵州茅台跌破1300元关口续创22个月新低】财联社9月13日电，贵州茅台股价失守1300元大关，股价续创22个月新低，另外五粮液跌超2%创2020年4月以来新低，山西汾酒、古井贡酒、舍得酒业、水井坊等多股创出近4年新低。,2024-09-13
2024-09-13 10:53:30,北京亦庄综合保税区正式获批设立,【北京亦庄综合保税区正式获批设立】财联社9月13日电，记者今天（9月13日）从服贸会上获悉，北京海关负责人对外公布，北京亦庄综合保税区正式获国务院批复同意设立。北京亦庄综保区位于北京经济技术开发区亦庄新城长子营工业区，处于国家服务业扩大开放综合示范区、国家级高新技术开发区范围内，规划面积0.61平方公里，包含海关业务及监管，综合办公，保税加工、保税研发、保税检测等产业空间功能区。,2024-09-13
2024-09-13 10:05:12,华映科技跳水触及跌停 上演天地板行情,【华映科技跳水触及跌停 上演天地板行情】财联社9月13日电，高位人气股华映科技跳水触及跌停，上演天地板行情，成交超11亿元。该股今早涨停开盘，此前走出4连板。,2024-09-13
2024-09-13 09:46:20,国企改革概念股反复活跃 贵绳股份等多股涨停,【国企改革概念股反复活跃 贵绳股份等多股涨停】财联社9月13日电，贵绳股份、电子城、岭南股份、弘业期货、新宏泰、宁夏建材、中交地产、海南海药涨停，莫高股份、沙河股份、保变电气等涨超5%。消息面上，国务院国资委党委委员、副主任谭作钧表示，下一步，国务院国资委将充分发挥改革的突破和带动作用，推动中央企业围绕增强核心功能，提升核心竞争力，积极培育和发展新质生产力，加快建设更多世界一流企业。,2024-09-13
2024-09-13 09:27:29,竞价看龙头：海南海药继续一字涨停晋级6连板,【竞价看龙头：海南海药继续一字涨停晋级6连板】财联社9月13日电，市场焦点股保变电气（9天6板）低开0.78%，海南本地股海南海药（5板）竞价涨停、海南瑞泽（6天3板）平开，并购重组概念的跨境通（6天5板）低开6.10%、国中水务（4天3板）高开0.98%、汉嘉设计（创业板2板）高开13.07%，华为产业链的华映科技（4板）竞价涨停、常山北明（3天2板）低开4.85%，摘帽的和科达（3板）高开1.32%，国企改革概念股阳普医疗（创业板4天3板）低开9.84%、莫高股份（12天6板）高开2.13%。,2024-09-13
2024-09-13 09:27:19,三大指数均小幅高开,【三大指数开盘涨跌不一】财联社9月13日电，沪指高开0.07%，深成指低开0.00%，创业板指高开0.03%，贵金属、黄金概念、有色·锑等板块指数涨幅居前，制冷剂、干细胞、5.5G等板块指数跌幅居前。,2024-09-13
2024-09-13 09:16:30,,财联社9月13日电，人民币兑美元中间价报7.1030，上调184点。,2024-09-13
2024-09-13 09:10:41,,财联社9月13日电，沪银期货主力合约涨超4%，现报7413元/千克。,2024-09-13
2024-09-13 07:59:59,财联社9月13日早间新闻精选,"【财联社9月13日早间新闻精选】
1、习近平12日下午在甘肃省兰州市主持召开全面推动黄河流域生态保护和高质量发展座谈会并发表重要讲话。习近平强调，各地区各部门要认真贯彻落实党中央关于经济工作的部署和各项重大举措，抓好三季度末和四季度经济工作，努力完成全年经济社会发展目标任务。
2、俄罗斯总统普京昨日在圣彼得堡会见中央外办主任王毅。普京表示，热切期盼中方出席下月举行的金砖国家领导人喀山峰会。王毅表示，喀山峰会是金砖扩员后首次领导人会晤，中方将继续全力支持俄方履行主席国职责，推动峰会取得圆满成功。
3、辽宁省委书记郝鹏，省长李乐成12日会见证监会主席吴清。吴清表示，中国证监会将进一步全面深化资本市",2024-09-13
2024-09-13 07:45:37,投资日历：周五资本市场大事提醒,"【投资日历：周五资本市场大事提醒】
①今日共有2只新股申购，为无线传媒（301551）、合合信息（688615）；1只新股上市，为中草香料（920016）。
②国务院新闻办公室将于9月13日举行“推动高质量发展”系列主题新闻发布会，国家药品监督管理局局长李利出席介绍情况。
③上交所与中证指数有限公司决定调整科创50等指数样本，于9月13日收市后生效。
④首个上海温室气体自愿减排交易产品将于9月13日正式上线交易。
⑤第十三届中国知识产权年会将于9月13日至14日在北京举办。
⑥iPhone 16系列将于9月13日天猫全球首发。
⑦2024年欧洲肿瘤内科学会（ESMO）年会将于欧洲当地时间9月1",2024-09-13
2024-09-13 06:26:43,周五你需要知道的隔夜全球要闻,"【周五你需要知道的隔夜全球要闻】
1、现货黄金、COMEX黄金期货均刷新历史收盘高位，分别收涨1.84%报2558.07美元/盎司、收涨1.78%报2587.6美元/盎司。
2、普京表示，西方直接介入俄乌冲突意味着与俄开战，俄将作出适当决定。
3、美股三大指数集体收涨，纳指涨1%，标普500指数涨0.75%，道指涨0.58%。其中，纳指、标普500指数均连涨四日。大型科技股普涨，谷歌、Meta涨超2%。欧洲主要股指集体收涨，德国DAX30指数涨1.07%。
4、特朗普称不会再与哈里斯举行下一场总统选举辩论。
5、哈里斯敦促特朗普继续进行总统选举辩论。
6、美国8月PPI同比上升1.7%，预估为",2024-09-13
2024-09-13 05:04:29,现货黄金、COMEX黄金期货均刷新历史收盘高位,【现货黄金刷新历史收盘高位】财联社9月13日电，现货黄金收盘涨1.84%，报2558.07美元/盎司，刷新历史收盘高位。现货白银涨4.19%，报29.8792美元/盎司。,2024-09-13
2024-09-13 04:07:29,云业务前景乐观 甲骨文预计2029财年营收至少1040亿美元,"财联社9月13日电，甲骨文预计2026财年营收至少660亿美元。
",2024-09-13
2024-09-13 04:00:48,热门中概股多数下跌 蔚来跌超5%,【热门中概股多数下跌 蔚来跌超5%】财联社9月13日电，热门中概股多数下跌，纳斯达克中国金龙指数跌0.79%。蔚来、小鹏汽车跌超5%，富途控股跌超4%，理想汽车跌超3%，满帮、哔哩哔哩、网易跌超1%。拼多多涨超2%，阿里巴巴、京东、微博、百度、唯品会小幅上涨。,2024-09-13
2024-09-13 04:00:22,美股三大指数集体收涨 纳指、标普500指数均连涨四日,美股三大指数集体收涨，纳指涨1%，标普500指数涨0.75%，道指涨0.58%。其中，纳指、标普500指数均连涨四日。,2024-09-13
2024-09-13 02:37:39,普京：西方直接介入俄乌冲突意味着与俄开战 俄将作出适当决定,【普京：西方直接介入俄乌冲突意味着与俄开战 俄将作出适当决定】财联社9月13日电，俄罗斯总统普京当地时间12日表示，北约、美国和欧洲国家直接介入俄乌冲突将大大改变冲突的本质，这将意味着他们与俄罗斯开战。俄方将根据所面临的威胁做出适当决定。,2024-09-13
2024-09-13 01:54:56,纳指涨幅扩大至1%,财联社9月13日电，美国股市延续涨势，纳指涨1%，标普500指数涨超0.7%。,2024-09-13
2024-09-13 01:11:22,OpenAI发布具有推理能力的人工智能模型o1,财联社9月13日电，OpenAI发布OpenAI 01-Mini模型，称这是一款经济高效的推理模型。,2024-09-13
2024-09-13 01:04:38,现货白银日内大涨4%,【现货白银日内大涨4%】财联社9月13日电，现货白银日内大涨4%，现报29.81美元/盎司。,2024-09-13
2024-09-12 23:58:05,欧洲央行据悉未完全关闭10月降息之门 因经济增长面临下行风险,"财联社9月12日电，欧洲央行官员们尚未排除10月份再次降息的可能性。
",2024-09-13
2024-09-12 23:16:10,WTI原油日内大涨3%,【WTI原油日内大涨3%】财联社9月12日电，WTI原油日内大涨3%，现报68.77美元/桶。布油现涨2.5%，报72.2美元/桶。,2024-09-13
2024-09-12 22:05:36,俄罗斯总统普京会见王毅,【俄罗斯总统普京会见王毅】2024年9月12日，俄罗斯总统普京在圣彼得堡会见中共中央政治局委员、中央外办主任王毅。普京请王毅转达对习近平主席的诚挚问候和良好祝愿，表示热切期盼中方出席下月举行的金砖国家领导人喀山峰会。俄中在平等互利基础上不断深化新时代俄中全面战略协作伙伴关系，各层级往来保持良好势头，各领域合作顺利推进。俄方愿以今年俄中建交75周年为契机，落实好元首达成的重要共识，加强发展战略对接，推动俄中关系迈上新台阶。感谢中方对俄方担任金砖轮值主席国的支持，本次金砖国家安代会取得积极成果，成功举办同“全球南方”国家对话会，充分彰显了金砖影响和金砖力量。俄方赞赏中国外交始终立足长远和人类共同未,2024-09-13
