时间,标题,简讯,date
2024-09-10 14:26:07,中汽协：8月汽车销量同比下降5%,中汽协数据显示，8月，汽车产销分别完成249.2万辆和245.3万辆，环比分别增长9%和8.5%，同比分别下降3.2%和5%。（财联社记者 徐昊）,2024-09-10
2024-09-10 14:05:39,三大指数午后全线翻红 华为概念股大幅走强,【三大指数午后全线翻红】财联社9月10日电，指数午后回升，三大指数集体拉升翻红，深成指、创业板指此前一度跌超1%。CPO、充电桩、鸿蒙等方向涨幅居前，沪深京三市上涨个股近2700只。,2024-09-10
2024-09-10 13:51:50,中药板块持续下挫 华润三九逼近跌停,"【中药板块持续下挫 华润三九逼近跌停】财联社9月10日电，午后中药板块持续下挫，华润三九逼近跌停，振东制药跌超10%，葵花药业、江中药业、济川药业、佐力药业、东阿阿胶等多股跌超4%。
",2024-09-10
2024-09-10 13:32:00,,"财联社9月10日电，台积电8月销售额2,508.7亿元台币，同比增长33%。",2024-09-10
2024-09-10 11:38:22,9月10日午间涨停分析,【9月10日午间涨停分析】财联社9月10日电，今日午盘全市场共28股涨停，连板股总数9只，14股封板未遂，封板率为67%（不含ST股、退市股及未开板新股）。焦点股方面，高位股持续退潮，大众交通、伟时电子、好上好等一字跌停，人气股科森科技、老百姓、深圳华强、日发精机跌停，市场高度降至4连板的跨境通。,2024-09-10
2024-09-10 11:32:42,午评：沪指半日跌0.53% 全市场近4500只个股下跌,【午评：沪指半日跌0.53% 全市场近4500只个股下跌】财联社9月10日电，市场早盘震荡下跌，深成指领跌。盘面上，电商概念股再度走强，跨境通4连板，星徽股份涨超5%。电网概念股盘中异动，金冠股份、奥特迅、科陆电子涨停。银行股展开反弹，建设银行、中国银行、农业银行均涨超2%。下跌方面，旅游股集体调整，祥源文旅跌停。高位股继续下挫，科森科技、老百姓等多股跌停。总体上个股跌多涨少，全市场近4500只个下跌。沪深两市半日成交额3040亿，与上个交易日缩量349亿。板块方面，电商、中船系、白酒、柔性直流输电等板块涨幅居前，旅游、教育、医药商业、证券等板块跌幅居前。截至收盘，沪指跌0.53%，深成指跌0,2024-09-10
2024-09-10 11:20:27,深成指、创业板指双双跌逾1%,【创业板指跌逾1%】财联社9月10日电，指数走弱，创业板指下挫跌逾1.00%，沪指跌0.54%，深成指跌1.04%，eSIM、旅游酒店、中兵系等板块指数跌幅居前，换电、中船系、CPO等板块指数涨幅居前。,2024-09-10
2024-09-10 11:00:41,海关总署：今年前8个月我国货物贸易出口16.45万亿元 同比增长6.9%,【海关总署：今年前8个月我国货物贸易出口16.45万亿元 同比增长6.9%】财联社9月10日电，海关总署公布的数据显示，2024年前8个月，我国货物贸易（下同）进出口总值28.58万亿元人民币，同比（下同）增长6%。其中，出口16.45万亿元，增长6.9%；进口12.13万亿元，增长4.7%；贸易顺差4.32万亿元，扩大13.6%。按美元计价，前8个月，我国进出口总值4.02万亿美元，增长3.7%。其中，出口2.31万亿美元，增长4.6%；进口1.71万亿美元，增长2.5%；贸易顺差6084.9亿美元，扩大11.2%。,2024-09-10
2024-09-10 10:40:17,整治足球职业联赛“假赌黑” 44人终身禁止从事足球行业,"【整治足球职业联赛“假赌黑” 44人终身禁止从事足球行业】今天（10日）上午10时，国家体育总局、公安部在辽宁大连召开足球职业联赛假赌黑专项整治发布会。

公安部治安管理局负责人介绍了公安机关依法严肃查处足球领域赌球、假球等违法犯罪情况。2022年以来，公安部重点交办辽宁等地公安机关侦破相关赌球、假球专案，整体谋划打击网络赌球、操控比赛、行受贿赂等违法犯罪，抓获违法犯罪嫌疑人128人，打掉网络赌博团伙12个，查实涉嫌赌球、假球比赛120场，对83名涉案球员、裁判员、教练员、俱乐部管理人员依法采取刑事强制措施。目前，已有44名涉案足球从业人员被法院依法作出判决，34人被依法判处有期徒刑以上刑罚。",2024-09-10
2024-09-10 10:39:39,中美两军举行战区领导通话,【中美两军举行战区领导通话】根据中美两国元首旧金山会晤共识，9月10日上午，中国人民解放军南部战区司令员吴亚男与美军印太总部司令帕帕罗举行视频通话，双方就共同关心的问题深入交换意见。,2024-09-10
2024-09-10 10:31:51,开盘一小时 沪深两市成交额较昨日此时缩量超370亿元,【开盘一小时 沪深两市成交额较昨日此时缩量超300亿元】财联社9月10日电，据财联社盯盘数据显示，开盘一小时，沪深两市成交额超2200亿元，较昨日此时缩量超300亿元。,2024-09-10
2024-09-10 10:24:16,国家发改委：推动车网互动规模化应用试点工作 扩大双向充放电（V2G）项目规模,国家发展改革委办公厅等发布关于推动车网互动规模化应用试点工作的通知。,2024-09-10
2024-09-10 09:50:12,整治足球职业联赛“假赌黑” 相关涉事人员行业处罚将公布,【整治足球职业联赛“假赌黑” 相关涉事人员行业处罚将公布】财联社9月10日电，国家体育总局、公安部今天上午10时将在辽宁大连召开职业联赛“假赌黑”专项整治发布会。今天发布会最重要的内容是：公布相关涉案人员的行业处罚，比如他们禁止从事足球相关领域工作这样的行业内部处罚。在职业联赛中发生的这些假赌黑乱象，绝大部分是通过职业足球俱乐部这个主体进行操作的，今天的发布会上，是否会公布涉事俱乐部的处罚结果，也备受大家关注。,2024-09-10
2024-09-10 09:27:38,竞价看龙头：保变电气一字涨停,【竞价看龙头：保变电气一字涨停】财联社9月10日电，市场焦点股老百姓（7天6板）低开5.48%，大金融板块天茂集团（7天6板）高开3.45%、天风证券（2板）低开0.69%，机器人概念股日发精机（5板）平开，国企改革概念股保变电气（6天4板）竞价涨停、翠微股份（3板）高开3.90%、湖南天雁（5天3板）高开1.39%，跨境电商板块跨境通（3板）高开7.18%，华为产业链的深赛格（5天3板）平开、银宝山新（4天2板）高开3.74%，细胞治疗概念股南华生物（6天3板）高开6.19%。,2024-09-10
2024-09-10 09:26:41,高位股继续退潮 科森科技等多股竞价跌停,【高位股继续退潮 科森科技等多股竞价跌停】财联社9月10日电，高位股开盘继续下挫，科森科技、大众交通、金龙汽车、伟时电子、好上好、新亚制程等多股竞价跌停。,2024-09-10
2024-09-10 09:26:14,三大指数集体高开,【三大指数集体高开】财联社9月10日电，沪指高开0.05%，深成指高开0.01%，创业板指高开0.08%，干细胞、一汽系、细胞治疗等板块指数涨幅居前，eSIM、网约车、光刻胶等板块指数跌幅居前。,2024-09-10
2024-09-10 09:22:26,,财联社9月10日电，集运欧线期货主力合约涨超9%，报1801点。,2024-09-10
2024-09-10 09:02:09,习近平在全国教育大会上发表重要讲话 代表党中央向全国广大教师和教育工作者致以节日祝贺和诚挚问候,【习近平在全国教育大会上发表重要讲话 代表党中央向全国广大教师和教育工作者致以节日祝贺和诚挚问候】全国教育大会9日至10日在北京召开。中共中央总书记、国家主席、中央军委主席习近平出席大会并发表重要讲话。9月10日是我国第四十个教师节，习近平代表党中央，向全国广大教师和教育工作者致以节日祝贺和诚挚问候。他强调，尊师重教是中华民族的优良传统。要提高教师政治地位、社会地位、职业地位，加强教师待遇保障，提高中小学教师教龄津贴标准，落实完善乡村教师生活补助政策，推进高校薪酬制度改革。维护教师职业尊严和合法权益，减轻教师非教育教学任务负担，做好教师荣休工作。进一步加大优秀教师选树表彰和宣传力度，让教师享有,2024-09-10
2024-09-10 08:24:01,又见无理打压！美众议院通过《生物安全法案》,【又见无理打压！美众议院通过《生物安全法案》】《科创板日报》10日讯，美国众议院在当地时间9日以306票对81票通过了《生物安全法案》（H.R.8333）。该法案以“国家安全”为由，限制美国联邦政府与部分生物技术提供商展开业务往来。该法案具体点名了5家中国公司，包括药明康德、药明生物、华大集团、华大智造子公司Complete Genomics。该法案仍需经过参议院表决通过，并将两院通过的版本协调一致，才会递交给美国总统签署成为法律。,2024-09-10
2024-09-10 07:58:37,财联社9月10日早间新闻精选,"【财联社9月10日早间新闻精选】
1、外交部发言人毛宁宣布：应沙特王储兼首相穆罕默德、阿联酋副总统兼总理穆罕默德邀请，国务院总理李强将于9月10日至13日赴沙特主持召开中国—沙特高级别联合委员会第四次会议并访问沙特、阿联酋。
2、上海市国资委党委书记、主任贺青10日在解放日报发文《聚焦核心竞争力深化国资国企改革》。其中提到，更大范围、更深层次、更广领域统筹配置国有资本，推动跨集团、跨层级战略性重组，对部分企业实施“瘦身健体”，打造一批龙头企业、链主企业，提升竞争优势。
3、苹果今日凌晨发布iPhone 16、新款智能手表及耳机，iPhone 16系列国行版售价5999元起，Plus售价6999",2024-09-10
2024-09-10 07:47:48,药明康德：现在和未来都不会对任何国家构成国家安全风险,【 药明康德：现在和未来都不会对任何国家构成国家安全风险】财联社9月10日电，药明康德在港交所公告，本公司了解到，美国众议院于2024年9月9日（美国时间）就拟议《生物安全法》通过了一项编号为H.R.8333的立法草案。本次通过的立法草案系基于此前众议院监督与问责委员会于2024年5月15日（美国时间）投票所通过的版本作出，其中包括将药明康德指定为“予以关注的生物技术公司”，本公司强烈反对这种未经正当程序的预设性且不合理的指定。我们坚信，药明康德在过去没有、现在和未来都不会对美国或任何其他国家构成国家安全风险，而且公司也未曾受到美国政府机构的任何制裁。,2024-09-10
2024-09-10 07:41:46,投资日历：周二资本市场大事提醒,"【投资日历：周二资本市场大事提醒】
①今日共有1只新股申购，为北交所的瑞华技术（920099）。
②华为见非凡品牌盛典及鸿蒙智行新品发布会将于9月10日举行。
③国新办将于9月10日举行国务院政策例行吹风会，介绍《关于以高水平开放推动服务贸易高质量发展的意见》有关情况。
④国务院总理李强将于9月10日至13日赴沙特主持召开中国—沙特高级别联合委员会第四次会议并访问沙特、阿联酋。
⑤十四届全国人大常委会第十一次会议9月10日至13日在北京举行，主要议程包括审议国防教育法修订草案、统计法修正草案、传染病防治法修订草案、能源法草案、反洗钱法修订草案等。
⑥2024全球智慧物流峰会将于9月10日举办。",2024-09-10
2024-09-10 06:45:43,上海市国资委：更大范围、更深层次、更广领域统筹配置国有资本 推动跨集团、跨层级战略性重组,【上海市国资委：更大范围、更深层次、更广领域统筹配置国有资本 推动跨集团、跨层级战略性重组】财联社9月10日电，上海市国资委党委书记、主任贺青在解放日报发文《聚焦核心竞争力深化国资国企改革》。其中提到，统筹推进数字赋能、设备更新、工艺升级、管理创新，出台绿色低碳转型行动方案，加快人工智能、区块链等新技术应用，常态化向全社会发布应用场景，提升传统产业竞争优势。强化“三项举措”，即战略性重组、专业化整合、协同化发展。更大范围、更深层次、更广领域统筹配置国有资本，推动跨集团、跨层级战略性重组，对部分企业实施“瘦身健体”，打造一批龙头企业、链主企业，提升竞争优势。加快企业内外部同类业务专业化整合,2024-09-10
2024-09-10 06:27:47,周二你需要知道的隔夜全球要闻,"【周二你需要知道的隔夜全球要闻】
1、美股高开高走，三大指数收盘均涨逾1%，道指涨1.2%，标普500指数涨1.16%，纳指涨1.16%。PALANTIR涨超14%，创2月份以来最大单日涨幅。此前，该公司被纳入标普500指数。欧洲主要股指集体收涨，德国DAX30指数涨0.93%。
2、美国总统拜登将否决众议院共和党的短期拨款法案。
3、亚特兰大联储GDPNow模型预计美国第三季度GDP增速为2.5%，此前预计为2.5%。
4、美国消费者信贷增加255亿美元，为2022年底以来最大增幅。
5、美联储将把大型银行的资本金要求上调幅度减半，从之前的19%削减至9%。
6、印度确认全国首例猴痘毒株病例",2024-09-10
2024-09-10 06:02:35,苹果新品发布会要点总结,"【苹果新品发布会要点总结】
1、苹果发布iPhone 16、iPhone 16 Plus、iPhone 16 Pro、以及iPhone 16 Max。前面两款搭载全新的A18芯片，后面两款搭载性能更强的A18 Pro芯片。苹果人工智能(Apple Intelligence)将于10月推出，明年将支持中文。
2、iPhone 16、16 Plus起售价分别为799美元、899美元，iPhone 16 Pro和iPhone 16 Pro Max起售价分别为999美元和1199美元。 iPhone 16系列国行版售价公布，售价5999元起，Plus售价6999元起，Pro版本售价7999元起，Pro",2024-09-10
2024-09-10 04:00:40,热门中概股涨跌不一 蔚来涨超10%,【热门中概股涨跌不一 蔚来涨超10%】财联社9月10日电，热门中概股涨跌不一，纳斯达克中国金龙指数涨0.69%。蔚来涨超10%，爱奇艺涨超5%，理想汽车涨超3%，唯品会涨超2%，富途控股、百度、阿里巴巴小幅上涨。微博跌超2%，拼多多、京东、满帮、小鹏汽车、腾讯音乐、哔哩哔哩、网易小幅下跌。,2024-09-10
2024-09-10 04:00:24,美股高开高走 三大指数收盘均涨逾1%,美股高开高走，三大指数收盘均涨逾1%，道指涨1.2%，标普500指数涨1.16%，纳指涨1.16%。,2024-09-10
2024-09-10 02:15:45,iPhone 16 Pro发布：屏幕更大 搭载A18 Pro芯片,财联社9月10日电，苹果发布iPhone 16 Pro，配置历史上最大尺寸的屏幕。,2024-09-10
2024-09-10 01:57:43,,财联社9月10日电，苹果公司确认人工智能 (Apple Intelligence)将在十月推出。,2024-09-10
2024-09-10 01:43:56,苹果发布iPhone 16系列新机 售价799美元起,财联社9月10日电，苹果发布配备苹果人工智能功能的iPhone 16。,2024-09-10
2024-09-10 01:29:58,苹果发布AirPods 4和升级版的AirPods Max,"财联社9月10日电，苹果发布AirPods 4，配置H2芯片。
",2024-09-10
2024-09-10 01:07:59,美国总统拜登将否决众议院共和党人提出的短期支出法案,财联社9月10日电，美国总统拜登将否决众议院共和党的短期拨款法案。,2024-09-10
2024-09-10 01:07:26,苹果发布重新设计的Apple Watch Series 10 起售价399美元,"财联社9月10日电，苹果发布经过重新设计的Apple Watch Series 10。
",2024-09-10
2024-09-09 22:18:00,宁德时代：与洛阳市人民政府及国宏集团签署深化合作协议,【宁德时代：与洛阳市人民政府及国宏集团签署深化合作协议】财联社9月9日电，宁德时代公告，公司与洛阳市人民政府、国宏集团于2024年9月9日共同签署《关于进一步加强和深化合作的协议》。根据协议，公司拟在现有中州时代项目一期基础上新增建设中州时代项目二期，年产能60GWh。此外，协议还涉及终止国宏集团取得的四川时代20.8%股权的相关退出安排，以及在监管部门允许的情况下，宁德时代有权购买国宏集团持有的四川时代股权。公司董事会认为，此次合作符合公司发展需要，有利于实现公司经营目标及未来发展战略。,2024-09-10
2024-09-09 22:15:49,宁德时代：拟7亿元参投碳中和基金,"【宁德时代：拟7亿元参投碳中和基金】财联社9月9日电，宁德时代公告，公司作为有限合伙人之一参与投资“福建时代泽远碳中和股权投资基金合伙企业”，公司认缴出资金额为人民币70,000万元，持有基金13.7633%的认缴比例。该基金主要投资于新能源及高端制造领域，投资前述领域的资金不得低于基金认缴出资总额的60%。公司参与本次基金投资，主要是借助市场化的机制、结合专业投资机构优势，通过股权投资的方式扩大公司在碳中和生态领域的布局，并获取合理投资回报。",2024-09-10
