类别,周一1104,周二1105,周三1106,周四1107,周五1108
股权转让,,,"5只;
浩欧博 5天5板;
亿嘉和 5天5板;
大千生态 2天2板;",,"9只;
浩欧博 7天7板;
大千生态 4天4板;
西部创业 2天2板;
启迪环境 2天2板;"
资产注入预期&重整,"6只;
凤凰航运 10天7板;
聚力文化 6天4板;
华建集团 4天3板;
山高环能 2连板;
电气风电 3天2板;","9只;
凤凰航运 11天8板2连板;
爱施德 6连板;
聚力文化 7天5板2连板;
华建集团 5天4板2连板;
电气风电 4天3板2连板;",,"2只;
渤海股份 3连板;",
大金融,"8只;
赢时胜 3天2板;","12只;
青岛金王 18天14板;
赢时胜 4天3板2连板;
第一创业 5天3板;
新力金融 2连板;
五矿资本 2连板;
东兴证券 2连板;","2只;
第一创业 6天4板;
华林证券 2天2板;","14只;
赢时胜 6天4板;
华林证券 3连板;
天茂集团 3天2板;
汇金科技 4天2板;",
食品饮料,"6只;
朱老六 2连板;
百润股份 2连板;
黑芝麻 2连板;",,,"28只;
黑芝麻 5连板;
西王食品 4连板;
好当家 5天3板;
百润股份 5天3板;
东方海洋 2连板;
海欣食品 2连板;",
医药商业,"2只;
健之佳 2连板;
老百姓 2连板;",,"8只;
海南海药 2天2板;","3只;
海南海药 3连板;
联环药业 2连板;","5只;
四环生物 2天2板;"
业绩,"4只;
海航控股 3连板;
晋亿实业 4天3板;
安徽凤凰 5天3板;
常润股份 3天2板;",,,,
军工,,11只;,"13只;
能科科技 4天4板;
晨曦航空 2天2板;
利君股份 2天2板;
炼石航空 2天2板;
六九一二 2天2板;
甘化科工 2天2板;",,"5只;
利源股份 4天2板;
中航沈飞 4天2板;"
锂电池,,5只;,,,
房地产,,"8只;
北辰实业 4天3板;
云南城投 3天2板;
香江控股 3天2板;
衢州发展 4天2板;","4只;
华夏幸福 8天8板;
荣盛发展 6天3板;
新华联 2天2板;","9只;
华夏幸福 9连板;
荣盛发展 3连板;
新华联 3连板;
亚通股份 2连板;
海南发展 3天2板;
绿地控股 3天2板;",
海南,,"5只;
海南瑞泽 5天3板;",,,
稀土永磁,,"4只;
银河磁体 3天2板;
创兴资源 3天2板;
包钢股份 3天2板;
中科三环 3天2板;","2只;
创兴资源 4天3板;
银河磁体 4天3板;",,
有色金属,,"2只;
华钰矿业 3天2板;",,,
大消费,,"7只;
朱老六 3连板;
黑芝麻 3连板;
中恒集团 4天3板2连板;
西王集团 2连板;
华联股份 3天2板;
好当家 3天2板;",,,
新能源汽车,,,"17只;
山子高科 2天2板;
北汽蓝谷 3天2板;",,
农业种植,,,10只;,,
锂电池,,,8只;,,
固态电池,,,7只;,"4只;
殷图网联 2连板;
紫江企业 2连板;
高乐股份 2连板;","10只;
紫江企业 3天3板;
高乐股份 3天3板;
有研新材 2天2板;
蓝海华腾 3天2板;"
油气设服,,,6只;,,
化债概念,,,"3只;
兴源环境 2天2板;
世联行 2天2板;","8只;
华闻集团 13天7板2连板;
兴源环境 3连板;
世联行 3连板;
新力金融 4天3板;
中航产融 6天3板;",
食品饮料,,,"3只;
黑芝麻 4天4板;
西王食品 3天3板;",,"6只;
黑芝麻 6天6板;
西王食品 5天5板;
好当家 6天4板;
东方海洋 3天3板;
中锐股份 2天2板;"
冰雪产业,,,2只;,,
旅游&冰雪产业,,,,"4只;
岭南股份 13天8板;
冰山冷热 2连板;
大连圣亚 2连板;
长白山 4天2板;",
字节跳动,,,2只;,,
抖音概念,,,,"2只;
省广集团 2连板;",
信创,,,"2只;
中国长城 6天4板;","2只;
中国长城 12天6板2连板;
中国软件 3天2板;","10只;
中国长城 8天6板;
中国软件 4天3板;
中安科 2天2板;"
金融科技,,,"2只;
古鳌科技 2天2板;",,"2只;
安硕信息 2天2板;"
氢能,,,,"4只;
动力新科 2连板;","3只;
动力新科 3天3板;"
特斯拉概念,,,,"6只;
春兴精工 2连板;
天汽模 2连板;
胜利精密 2连板;","2只;
春兴精工 3天3板;
天汽模 3天3板;"
基建&西部开发,,,,"5只;
创兴资源 5天4板3连板;
北新路桥 2连板;
普邦股份 3天2板;",
零售,,,,"6只;
供销大集 3连板;
中央商场 5天3板2连板;",
低价股,,,,"5只;
海航控股 6连板;
山子高科 3连板;","9只;
供销大集 4天4板;
山子高科 4天4板;
诺德股份 2天2板;
美凯龙 2天2板;
康美药业 2天2板;
阳光股份 2天2板;"
商业航天,,,,,"10只;
利君股份 4天3板;
腾达科技 2天2板;"
消费电子,,,,,"7只;
伟时电子 5天3板;
捷荣技术 2天2板;"
光通信,,,,,6只;
