类别,周一0219,周二0220,周三0221,周四0222,周五0223
新质生产力,"7只;
克来机电 7连板;
东方智造 2连板;
卓郎智能 2连板;
弘讯科技 2连板;
科远智慧 2连板;
辉煌科技 2连板;","7只;
克来机电 8连板;
北自科技 2连板;
精伦电子 2连板;","7只;
克来机电 9连板;
精伦电子 3连板;
卓郎智能 4天3板;
克劳斯 2连板;
黄河旋风 4天2板;","7只;
克来机电 10连板;
精伦电子 4连板;
克劳斯 3连板;","10只;
克来机电 11连板;
精伦电子 5连板;
克劳斯 4连板;
北自科技 5天3板;"
芯片产业链,"8只;
华正新材 2连板;
睿能科技 2连板;
好上好 2连板;
建业股份 2连板;","9只;
淳中科技 3连板;
睿能科技 3连板;
好上好 3连板;
万润科技 2连板;","7只;
睿能科技 4连板;
好利科技 4天3板;
西测测试 2连板;
银宝山新 3天2板;
皇庭国际 3天2板;","7只;
睿能科技 5连板;
淳中科技 5天4板;
文一科技 4天2板;
多伦科技 4天2板;","5只;
睿能科技 6连板;
淳中科技 6天5板2连板;"
汽车产业链,"16只;
锐明技术 2连板;
顺博合金 2连板;
泰嘉股份 2连板;
明新旭腾 2连板;
天安新材 2连板;
春秋电子 2连板;
开普检测 2连板;
神通科技 2连板;",,"19只;
亚星客车 3天2板;
尤夫股份 3天2板;
合锻智能 4天2板;
合力科技 4天2板;","3只;
合力科技 5天3板2连板;
合锻智能 5天3板2连板;","6只;
北特科技 6天3板;
恒立实业 3天2板;"
煤炭,"3只;
安泰集团 2连板;",,,"2只;
云煤能源 4天2板;",
房地产,"7只;
光大嘉宝 2连板;","6只;
光大嘉宝 3连板;
荣丰控股 2连板;
汇通能源 2连板;
空港股份 2连板;
科新发展 2连板;","5只;
荣丰控股 3连板;
汇通能源 3连板;",,
家居装饰,4只;,"4只;
松霖科技 3连板;
茶花股份 2连板;
华立股份 2连板;
爱丽家具 3天2板;","4只;
皮阿诺 4天2板;
中源家居 4天2板;",,
旅游酒店,"3只;
三特索道 2连板;",,,,
食品饮料,"2只;
中信尼雅 2连板;",,"5只;
岩石股份 4天2板;
日辰股份 4天2板;",,
数据要素,,"4只;
华扬联众 2连板;
中广天择 2连板;",,"3只;
新炬网络 5天4板;
中新赛克 5天3板;
中公高科 4天2板;",
光伏,,"5只;
赛福天 3连板;
泉为科技 2连板;",5只;,"5只;
永和智能 4天2板;","9只;
赛福天 6天4板;
麦迪科技 2连板;
鹿山新材 2连板;"
卫星互联网,,4只;,,,
机器人,,"5只;
中马传动 10天5板;
柯力传感 3天2板;","7只;
中坚科技 4连板;
先锋电子 3天2板;
中电兴发 4天2板;
合力泰 4天2板;",,"13只;
爱仕达 2连板;
鸣志电器 4天2板;
五洲新春 4天2板;"
基建,,2只;,"13只;
伟隆股份 4天3板;
亚士创能 4天2板;",,
医药,,"14只;
龙津药业 5天3板2连板;
金花股份 2连板;
景峰医药 2连板;","5只;
景峰医药 3连板;
万方发展 3天2板;
南华生物 3天2板;","5只;
景峰医药 4连板;
龙津药业 7天4板;","3只;
景峰医药 5连板;
金花股份 5天3板;"
大金融,,3只;,,,
上海本地股,,"3只;
翔港科技 2连板;",,,
消费电子,,,,"7只;
亚世光电 2连板;",
土地流转,,,,3只;,
英伟达概念,,,,,4只;
华为鸿蒙,,,,,2只;
储能,,,,,4只;
固态电池,,,,,2只;
次新,,,,,3只;
