类别,周一1028,周二1029,周三1030,周四1031,周五1101
创投,"9只;
复旦复华 3连板;
电子城 3连板;
大众公用 2连板;
力合科创 2连板;
电广传媒 2连板;
深赛格 2连板;
市北高新 2连板;
华控赛格 2连板;
中信国安 3天2板;","6只;
复旦复华 4天4板;
力合科创 3天3板;
大众公用 3天3板;
深赛格 3天3板;
矩阵股份 3天2板;","8只;
复旦复华 5天5板;
力合科创 4天4板;
大众公用 4天4板;
深赛格 4天4板;
云内动力 7天4板;
延华智能 6天3板;
丰林集团 2天2板;","4只;
云内动力 4连板;
延华智能 7天4板3连板;
丰林集团 3连板;
苏州高新 4天2板;",
深圳本地股,"3只;
中新赛格 2连板;
特力A 2连板;
深科技 2连板;","3只;
中新赛格 3天3板;",,,
化债概念,"5只;
光大嘉宝 18天10板;
青岛金王 12天9板2连板;
银宝山新 3天2板;","3只;
青岛金王 13天10板;",,"4只;
青岛金王 15天12板5连板;
光大嘉宝 21天11板;
华闻集团 8天5板;",
钢铁,6只;,,,"2只;
酒钢宏兴 4天3板2连板;
重庆钢铁 4天3板2连板;",
婴童,"3只;
贝因美 7天4板;
双枪科技 2连板;",,"3只;
贝因美 9天6板;","2只;
江南高纤 2连板;",
农业,"5只;
东方集团 5连板;
远大控股 5天3板;","3只;
东方集团 6天6板;
万向德农 2天2板;",,,
并购重组,,"15只;
松发股份 9天9板;
电投产融 7天7板;
远达环保 7天7板;
上海电气 7天6板;
至正股份 4天4板;
哈森股份 4天4板;
万通发展 3天3板;
川发龙蟒 3天3板;","12只;
华立股份 14天13板;
松发股份 10天10板;
华东重机 17天10板;
电投产融 8天8板;
远达环保 8天8板;
上海电气 8天7板;
万通发展 4天4板;
川发龙蟒 6天4板;
常山北明 5天3板;
国中水务 6天3板;
汇绿生态 2天2板;",,"5只;
松发股份 12天12板;
电投产融 10天10板;
宝鹰股份 5天4板;"
新能源汽车,,"14只;
力帆科技 5天3板;
云内动力 6天3板;","8只;
海马汽车 2天2板;
金杯汽车 2天2板;","4只;
海马汽车 3连板;",
福建,,7只;,,,
华为产业链,,"5只;
海能达 24天20板;","10只;
海能达 25天21板;
天融信 3天2板;",,
量子通信,,4只;,,,
业绩超预期,,4只;,5只;,"5只;
凌志软件 2连板;
晋亿实业 2连板;
光迅科技 2连板;
星华新材 3天2板;
远程股份 3天2板;","2只;
海航控股 2天2板;"
新型城镇化,,,"6只;
聚力文化 3天2板;",,
房地产,,,"5只;
华夏幸福 3天3板;
华远地产 4天2板;","4只;
深振业A 10天6板;
华夏幸福 4连板;","5只;
北辰实业 2天2板;
津投城开 2天2板;"
稀土永磁,,,2只;,,"22只;
英洛华 2天2板;
盛和资源 2天2板;"
网络安全,,,,2只;,
军工,,,,"4只;
福光股份 2连板;
万方发展 4天2板;",
大金融,,,,"4只;
第一创业 2连板;
中航产融 4天2板;",
基建,,,,"5只;
成都路桥 14天10板;
顾地科技 4天3板2连板;
聚力文化 2连板;
海南瑞泽 2连板;
华建集团 2连板;",
食品饮料,,,,,8只;
医药商业,,,,,7只;
有色金属,,,,,7只;
AMC,,,,,"5只;
青岛金王 16天13板;
光大嘉宝 5天3板;
中恒集团 2天2板;"
中字头,,,,,"2只;
中国长城 3天3板;
中航产融 5天3板;"
商业零售,,,,,2只;
光通信,,,,,2只;
