类别,周一1021,周二1022,周三1023,周四1024,周五1025
股权转让,,"6只;
文一科技 6连板;
国创高新 6天3板;
泰禾智能 2天2板;","2只;
泰禾智能 3天3板;
亚邦股份 2天2板;","5只;
文一科技 7天6板;
城地香江 8天6板;
泰禾智能 4天4板;
皓宸医疗 3天2板;",
增持回购,4只;,,,,
跨境支付,"6只;
艾融软件 2连板;",,"3只;
青岛金王 9天7板;",,
循环经济,"2只;
中再资环 2连板;",,,,
医药,"4只;
常山药业 2连板;
万邦德 2连板;","9只;
万邦德 3天3板;
神奇制药 2天2板;","5只;
东方海洋 2天2板;
莎普爱思 2天2板;","6只;
海南海药 2天2板;","3只;
神奇制药 5天3板;"
旅游酒店,2只;,,,,
核电,,"9只;
融发核电 4天2板;",5只;,"2只;
华东数控 2天2板;",
稀土永磁,,5只;,,,
食品饮料,,5只;,"3只;
岩石股份 2天2板;",,
风电,,5只;,"8只;
天顺风能 2天2板;",,
机器人,,"5只;
上海电气 2天2板;
巨轮智能 3天2板;",,"3只;
上工申贝 4天3板;
宝馨科技 4天3板;","3只;
克劳斯 2连板;"
婴童,,"4只;
贝因美 3天2板;",,,
农业种植,,2只;,,,
光通信,,2只;,"4只;
太辰光 3天2板;","5只;
跃岭股份 5天3板;",
新能源汽车,,,"8只;
众泰汽车 2天2板;",,
固态电池,,,3只;,,
锂电池&钠电池&固态电池,,,,,15只;
盐湖提锂,,,2只;,,
数据要素,,,2只;,2只;,
合成生物,,,,6只;,
智能驾驶,,,,3只;,
化债概念,,,,2只;,
资产注入&重整,,,,,"13只;
山东华鹏 6连板;
万林物流 6连板;
东易日盛 9天5板2连板;
东方集团 4连板;
安道麦A 5天4板3连板;
富煌钢构 2连板;
万润科技 2连板;
新宏泰 3天2板;"
创投,,,,,"14只;
复旦复华 2连板;
电子城 2连板;"
深圳本地股,,,,,"5只;
深振业A 6天5板2连板;"
家居装饰,,,,,2只;
