类别,周一1209,周二1210,周三1211,周四1212,周五1213
有机硅,3只;,,,,
家电,"3只;
惠而浦 2天2板;","4只;
惠而浦 3天3板;
帅丰电器 2天2板;",,"4只;
帅丰电器 4天4板;","2只;
帅丰电器 5天5板;
日丰股份 2天2板;"
家居装饰,3只;,,,"7只;
美克家居 6天3板;","3只;
居然智家 6天5板;
梦天家居 2天2板;
亚振家居 2天2板;"
CRO/CMO,"2只;
德展健康 2天2板;",,,,
芯片产业链,,"7只;
胜利精密 3天2板;",3只;,,3只;
商业零售,,"6只;
中百集团 7天4板;
文峰股份 4天3板;","9只;
中百集团 8天5板;
文峰股份 5天4板;
友好集团 2天2板;
东百集团 2天2板;
茂业商业 4天2板;","20只;
中百集团 9天6板;
文峰股份 6天5板;
永辉超市 10天5板;
居然智家 5天4板;
友好集团 3天3板;
茂业商业 5天3板;
华联股份 6天3板;
杭州解百 2天2板;
益民集团 2天2板;
大商股份 2天2板;
上海九百 2天2板;","4只;
中百集团 10天7板;
友好集团 4天4板;
益民集团 3天3板;
大连友谊 3天2板;"
量子通信,,"5只;
宏达新材 5天3板;
星光股份 2天2板;","9只;
星光股份 3天3板;
复旦复华 2天2板;","6只;
星光股份 4天4板;
宏达新材 7天4板;
复旦复华 3天3板;
达华智能 6天3板;",
电商,,4只;,,,
神经网络,,3只;,,,
新疆,,"3只;
德展健康 3天3板;",,,
文创玩具,,"3只;
美邦服饰 8天5板;",,,"5只;
美邦服饰 11天6板;
广百股份 2天2板;"
金融科技,,"3只;
御银股份 4天3板;",,5只;,
文化传媒,,"3只;
粤传媒 3天2板;",,,
房地产概念,,"2只;
华远地产 4天3板;","6只;
华远地产 5天4板;","6只;
华远地产 6天5板;
新华联 2天2板;
栖霞建设 2天2板;",
消费电子,,,15只;,,"4只;
润欣科技 3天3板;"
上海国资,,,13只;,2只;,
字节跳动,,,"8只;
视觉中国 7天4板;
乐鑫科技 2天2板;","4只;
视觉中国 8天5板;
引力传媒 6天3板;
省广集团 2天2板;","16只;
三维通信 14天7板;
视觉中国 9天6板;
天娱数科 10天6板;
省广集团 3天3板;
环球印务 3天2板;
昇兴股份 3天2板;
掌阅科技 3天2板;
博纳影业 4天2板;"
纺织服装,,,"6只;
江南高纤 12天7板;
卓郎智能 5天4板;",,
算力工程,,,5只;,,
海南,,,2只;,,
液冷IDC,,,"2只;
广安爱众 15天9板;",,"2只;
广安爱众 17天11板;"
教育产业,,,2只;,,
冰雪产业,,,,"7只;
莱茵体育 2天2板;
英派斯 2天2板;","8只;
天桥起重 8天5板;
莱茵体育 3天3板;
冰山冷热 2天2板;
雪人股份 2天2板;
晶雪节能 2天2板;
大连亚圣 2天2板;"
军工,,,,"4只;
奥维通信 5天3板;",
大金融,,,,"3只;
国盛金控 3天3板;",
固态电池,,,,"2只;
普路通 2天2板;",
特斯拉概念,,,,2只;,
首发经济,,,,,5只;
游戏,,,,,4只;
VR/AR,,,,,4只;
旅游酒店,,,,,"3只;
西安饮食 4天3板;
曲江文旅 2天2板;"
体育产业,,,,,3只;
